smirnov;"Provides two taxonomic coefficients from E. S. Smirnov ""Taxonomic analysis"" (1969) book"
Smisc;Sego Miscellaneous
SmithWilsonYieldCurve;Smith-Wilson Yield Curve Construction
SMITIDstruct;Data Structure and Manipulations Tool for Host and Viral Population
SMITIDvisu;Visualize Data for Host and Viral Population from 'SMITIDstruct' using HTMLwidgets
SMLoutliers;Outlier Detection Using Statistical and Machine Learning Methods
SMM;Simulation and Estimation of Multi-State Discrete-Time Semi-Markov and Markov Models
SMMA;Soft Maximin Estimation for Large Scale Array-Tensor Models
SMNCensReg;Fitting Univariate Censored Regression Model Under the Family of Scale Mixture of Normal Distributions
smnet;Smoothing for Stream Network Data
smoof;Single and Multi-Objective Optimization Test Functions
smooth;Forecasting Using State Space Models
smoothAPC;Smoothing of Two-Dimensional Demographic Data, Optionally Taking into Account Period and Cohort Effects
smoother;Functions Relating to the Smoothing of Numerical Data
SmoothHazard;Estimation of Smooth Hazard Models for Interval-Censored Data with Applications to Survival and Illness-Death Models
smoothHR;Smooth Hazard Ratio Curves Taking a Reference Value
smoothie;Two-dimensional Field Smoothing
smoothmest;Smoothed M-estimators for 1-dimensional location
smoothr;Smooth and Tidy Spatial Features
smoothROCtime;Smooth Time-Dependent ROC Curve Estimation
smoothSurv;Survival Regression with Smoothed Error Distribution
smoothtail;Smooth Estimation of GPD Shape Parameter
SmoothWin;Soft Windowing on Linear Regression
smoots;Nonparametric Estimation of the Trend and Its Derivatives in TS
smotefamily;A Collection of Oversampling Techniques for Class Imbalance Problem Based on SMOTE
smovie;Some Movies to Illustrate Concepts in Statistics
smpic;Creates Images Sized for Social Media
SMPracticals;Practicals for Use with Davison (2003) Statistical Models
SMR;Externally Studentized Midrange Distribution
sms;Spatial Microsimulation
smss;"Datasets for Agresti and Finlay's ""Statistical Methods for the Social Sciences"""
smurf;Sparse Multi-Type Regularized Feature Modeling
SMUT;Multi-SNP Mediation Intersection-Union Test
SMVar;Structural Model for variances
sn;The Skew-Normal and Related Distributions Such as the Skew-t
sna;Tools for Social Network Analysis
snahelper;'RStudio' Addin for Network Analysis and Visualization
snakecase;Convert Strings into any Case
SnakeCharmR;R and Python Integration
SnakesAndLaddersAnalysis;Play and Analyse the Game of Snakes and Ladders
snappier;Compress and Decompress 'Snappy' Encoded Data
snapshot;Gadget N-body cosmological simulation code snapshot I/O utilities
snem;EM Algorithm for Multivariate Skew-Normal Distribution with Overparametrization
snfa;Smooth Non-Parametric Frontier Analysis
SNFtool;Similarity Network Fusion
snht;Standard Normal Homogeneity Test
snipEM;Snipping Methods for Robust Estimation and Clustering
snn;Stabilized Nearest Neighbor Classifier
snnR;Sparse Neural Networks for Genomic Selection in Animal Breeding
snotelr;Calculate and Visualize 'SNOTEL' Snow Data and Seasonality
snow;Simple Network of Workstations
SnowballC;Snowball Stemmers Based on the C 'libstemmer' UTF-8 Library
snowboot;Bootstrap Methods for Network Inference
snowfall;Easier cluster computing (based on snow)
snowflakes;Random Snowflake Generator
snowFT;Fault Tolerant Simple Network of Workstations
snp.plotter;snp.plotter
snpar;Supplementary Non-parametric Statistics Methods
SNPassoc;SNPs-based whole genome association studies
snpEnrichment;SNPs Enrichment Analysis
SNPknock;Knockoffs for Hidden Markov Models and Genetic Data
snplist;Tools to Create Gene Sets
sNPLS;NPLS Regression with L1 Penalization
SNPmaxsel;Maximally selected statistics for SNP data
SNPMClust;Bivariate Gaussian Genotype Clustering and Calling for Illumina Microarrays
snpReady;Preparing Genotypic Datasets in Order to Run Genomic Analysis
snpStatsWriter;Flexible writing of snpStats objects to flat files
sns;Stochastic Newton Sampler (SNS)
SNscan;Scan Statistics in Social Networks
SOAR;Memory management in R by delayed assignments
sobir;Significance of Boundaries
sobolnp;Nonparametric Sobol Estimator with Bootstrap Bandwidth
SobolSequence;Sobol Sequences with Better Two-Dimensional Projections
soc.ca;Specific Correspondence Analysis for the Social Sciences
socceR;Evaluating Sport Tournament Predictions
social;Social Autocorrelation
socialmixr;Social Mixing Matrices for Infectious Disease Modelling
SocialNetworks;Generates social networks based on distance
SocialPosition;Social Position Indicators Construction Toolbox
sociome;Operationalizing Social Determinants of Health Data for Researchers
socviz;Utility Functions and Data Sets for Data Visualization
SoDA;"Functions and Examples for ""Software for Data Analysis"""
sodavis;SODA: Main and Interaction Effects Selection for Logistic Regression, Quadratic Discriminant and General Index Models
SODC;Optimal Discriminant Clustering(ODC) and Sparse Optimal Discriminant Clustering(SODC)
sodium;A Modern and Easy-to-Use Crypto Library
sofa;Connector to 'CouchDB'
Sofi;Interfaz interactiva con fines didacticos
SOFIA;Making Sophisticated and Aesthetical Figures in R
softclassval;Soft Classification Performance Measures
SoftClustering;Soft Clustering Algorithms
softImpute;Matrix Completion via Iterative Soft-Thresholded SVD
softmaxreg;Training Multi-Layer Neural Network for Softmax Regression and Classification
SoftRandomForest;Classification Random Forests for Soft Decision Trees
SOIL;Sparsity Oriented Importance Learning
soilassessment;Assessment Models for Agriculture Soil Conditions and Crop Suitability
soilcarbon;Tools to Analyze Soil Carbon Database Created by Powell Center Working Group
soilDB;Soil Database Interface
SoilHyP;Soil Hydraulic Properties
soilphysics;Soil Physical Analysis
SoilR;Models of Soil Organic Matter Decomposition
soiltexture;Functions for Soil Texture Plot, Classification and Transformation
soilwater;Implementation of Parametric Formulas for Soil Water Retention or Conductivity Curve
Sojourn;Apply Sojourn Methods for Processing ActiGraph Accelerometer Data
Sojourn.Data;Supporting Objects for Sojourn Accelerometer Methods
sokoban;Sokoban Game
solaR;Radiation and Photovoltaic Systems
solarius;An R Interface to SOLAR
solarPos;Solar Position Algorithm for Solar Radiation Applications
solartime;Utilities Dealing with Solar Time Such as Sun Position and Time of Sunrise
solitude;An Implementation of Isolation Forest
SOLOMON;Parentage analysis
solrad;Calculating Solar Radiation and Related Variables Based on Location, Time and Topographical Conditions
solrium;General Purpose R Interface to 'Solr'
solvebio;The Official SolveBio API Client
SolveRationalMatrixEquation;Solve Rational Matrix Equation
som;Self-Organizing Map
som.nn;Topological k-NN Classifier Based on Self-Organising Maps
soma;General-Purpose Optimisation With the Self-Organising Migrating Algorithm
SOMbrero;SOM Bound to Realize Euclidean and Relational Outputs
somebm;some Brownian motions simulation functions
someKfwer;Controlling the Generalized Familywise Error Rate
someMTP;Some Multiple Testing Procedures
sommer;Solving Mixed Model Equations in R
somplot;Visualisation of hexagonal Kohonen maps
somspace;Spatial Analysis with Self-Organizing Maps
sonar;Fundamental Formulas for Sonar
SongEvo;An Individual-Based Model of Bird Song Evolution
sonicLength;Estimating Abundance of Clones from DNA Fragmentation Data
sonicscrewdriver;Bioacoustic Analysis and Publication Tools
sonify;Data Sonification - Turning Data into Sound
soobench;Single Objective Optimization Benchmark Functions
SOPIE;Non-Parametric Estimation of the Off-Pulse Interval of a Pulsar
soptdmaeA;Sequential Optimal Designs for Two-Colour cDNA Microarray Experiments
soql;Helps Make Socrata Open Data API Calls
SOR;Estimation using Sequential Offsetted Regression
SorptionAnalysis;Static Adsorption Experiment Plotting and Analysis
sortable;Drag-and-Drop in 'shiny' Apps with 'SortableJS'
SortableHTMLTables;Turns a data frame into an HTML file containing a sortable table
SortedEffects;Estimation and Inference Methods for Sorted Causal Effects and Classification Analysis
sorvi;Finnish Open Government Data Toolkit
sos;Search Contributed R Packages, Sort by Package
sos4R;Client for OGC Sensor Observation Services
sotkanet;Sotkanet Open Data Access and Analysis
sotu;United States Presidential State of the Union Addresses
sound;A Sound Interface for R
soundecology;Soundscape Ecology
SoundexBR;Phonetic-Coding for Portuguese
soundgen;Parametric Voice Synthesis
SOUP;Stochastic Ordering Using Permutations (and Pairwise Comparisons)
source.gist;Read R code from a GitHub Gist
sourceR;Fits a Non-Parametric Bayesian Source Attribution Model
SourceSet;A Graphical Model Approach to Identify Primary Genes in Perturbed Biological Pathways
sourcetools;Tools for Reading, Tokenizing and Parsing R Code
SoyNAM;Soybean Nested Association Mapping Dataset
sp;Classes and Methods for Spatial Data
sp23design;Design and Simulation of seamless Phase II-III Clinical Trials
SPA3G;SPA3G: R package for the method of Li and Cui (2012)
spaa;SPecies Association Analysis
SpaCCr;Spatial Convex Clustering
space;Sparse PArtial Correlation Estimation
spacejam;Sparse conditional graph estimation with joint additive models
spaceNet;Latent Space Models for Multidimensional Networks
spacesRGB;Standard and User-Defined RGB Color Spaces, with Conversion Between RGB and CIE XYZ
spacesXYZ;CIE XYZ and some of Its Derived Color Spaces
spacetime;Classes and Methods for Spatio-Temporal Data
spacodiR;Spatial and Phylogenetic Analysis of Community Diversity
spacom;Spatially Weighted Context Data for Multilevel Modelling
spacyr;Wrapper to the 'spaCy' 'NLP' Library
SPADAR;Spherical Projections of Astronomical Data
spAddins;A Set of RStudio Addins
SpadeR;Species-Richness Prediction and Diversity Estimation with R
SpaDES;Develop and Run Spatially Explicit Discrete Event Simulation Models
SpaDES.addins;Development Tools for 'SpaDES' and 'SpaDES' Modules
SpaDES.core;Core Utilities for Developing and Running Spatially Explicit Discrete Event Models
SpaDES.tools;Additional Tools for Developing Spatially Explicit Discrete Event Simulation (SpaDES) Models
spaero;Software for Project AERO
spagmix;Artificial Spatial and Spatiotemporal Densities on Bounded Windows
spam;SPArse Matrix
spam64;64-Bit Extension of the SPArse Matrix R Package 'spam'
spaMM;Mixed-Effect Models, Particularly Spatial Models
spanel;Spatial Panel Data Models
spanish;Translate Quantities from Strings to Integer and Back. Misc Functions on Spanish Data
spANOVA;Spatial Analysis of Field Trials Experiments using Geostatistics and Spatial Autoregressive Model
spant;MR Spectroscopy Analysis Tools
SPAr;Perform rare variants association analysis based on summation of partition approaches
sparcl;Perform Sparse Hierarchical Clustering and Sparse K-Means Clustering
spark.sas7bdat;Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark'
sparkavro;Load Avro file into 'Apache Spark'
sparkbq;Google 'BigQuery' Support for 'sparklyr'
sparkline;'jQuery' Sparkline 'htmlwidget'
sparklyr;R Interface to Apache Spark
sparklyr.nested;A 'sparklyr' Extension for Nested Data
SparkR;R Front End for 'Apache Spark'
sparkTable;Sparklines and Graphical Tables for TeX and HTML
sparktex;Generate LaTeX sparklines in R
sparktf;Interface for 'TensorFlow' 'TFRecord' Files with 'Apache Spark'
sparkwarc;Load WARC Files into Apache Spark
sparkxgb;Interface for 'XGBoost' on 'Apache Spark'
SPARQL;SPARQL client
sparr;Spatial and Spatiotemporal Relative Risk
sparseBC;Sparse Biclustering of Transposable Data
SparseBiplots;'HJ Biplot' using Different Ways of Penalization
sparsebn;Learning Sparse Bayesian Networks from High-Dimensional Data
sparsebnUtils;Utilities for Learning Sparse Bayesian Networks
SparseDC;Implementation of SparseDC Algorithm
sparseEigen;Computation of Sparse Eigenvectors of a Matrix
SparseFactorAnalysis;Scaling Count and Binary Data with Sparse Factor Analysis
sparseFLMM;Functional Linear Mixed Models for Irregularly or Sparsely Sampled Data
SparseGrid;Sparse grid integration in R
sparseHessianFD;Numerical Estimation of Sparse Hessians
sparseIndexTracking;Design of Portfolio of Stocks to Track an Index
sparseinv;Computation of the Sparse Inverse Subset
sparseLDA;Sparse Discriminant Analysis
SparseLPM;The Sparse Latent Position Model for Nonnegative Interaction Data
sparseLTSEigen;RcppEigen back end for sparse least trimmed squares regression
SparseM;Sparse Linear Algebra
sparseMatEst;Sparse Matrix Estimation and Inference
SparseMDC;Implementation of SparseMDC Algorithm
SparseMSE;'Multiple Systems Estimation for Sparse Capture Data'
sparseMVN;Multivariate Normal Functions for Sparse Covariance and Precision Matrices
sparsenet;Fit Sparse Linear Regression Models via Nonconvex Optimization
sparsepca;Sparse Principal Component Analysis (SPCA)
sparsepp;'Rcpp' Interface to 'sparsepp'
sparsereg;Sparse Bayesian Models for Regression, Subgroup Analysis, and Panel Data
sparseSEM;Sparse-aware Maximum Likelihood for Structural Equation Models
sparsestep;SparseStep Regression
sparsesvd;Sparse Truncated Singular Value Decomposition (from 'SVDLIBC')
sparseSVM;Solution Paths of Sparse High-Dimensional Support Vector Machine with Lasso or Elastic-Net Regularization
SparseTSCGM;Sparse Time Series Chain Graphical Models
sparsevar;Sparse VAR/VECM Models Estimation
sparsio;I/O Operations with Sparse Matrices
spartan;Simulation Parameter Analysis R Toolkit ApplicatioN: 'spartan'
SPAS;Stratified-Petersen Analysis System
spate;Spatio-Temporal Modeling of Large Data Using a Spectral SPDE Approach
SpatEntropy;Spatial Entropy Measures
SPAtest;Score Test and Meta-Analysis Based on Saddlepoint Approximation
spatgraphs;Graph Edge Computations for Spatial Point Patterns
spatial;Functions for Kriging and Point Pattern Analysis
spatial.gev.bma;Hierarchical spatial generalized extreme value (GEV) modeling with Bayesian Model Averaging (BMA)
spatial.tools;R Functions for Working with Spatial Data
SpatialAcc;Spatial Accessibility Measures
SpatialBall;Spatial NBA Visualization and Analysis
spatialClust;Spatial Clustering using Fuzzy Geographically Weighted Clustering
spatialCovariance;Computation of Spatial Covariance Matrices for Data on Rectangles
spatialEco;Spatial Analysis and Modelling Utilities
SpatialEpi;Methods and Data for Spatial Epidemiology
SpatialEpiApp;A Shiny Web Application for the Analysis of Spatial and Spatio-Temporal Disease Data
SpatialExtremes;Modelling Spatial Extremes
spatialfil;Application of 2D Convolution Kernel Filters to Matrices or 3D Arrays
SpatialFloor;Spatial Floor Simulation (Isotropic)
spatialfusion;Multivariate Analysis of Spatial Data Using a Unifying Spatial Fusion Framework
SpatialGraph;SpatialGraph Class
spatialkernel;Non-Parametric Estimation of Spatial Segregation in a Multivariate Point Process
SpatialML;Spatial Machine Learning
spatialnbda;Performs spatial NBDA in a Bayesian context
SpatialNP;Multivariate Nonparametric Methods Based on Spatial Signs and Ranks
SpatialPack;Tools for Assessment the Association Between Two Spatial Processes
SpatialPosition;Spatial Position Models
spatialprobit;Spatial Probit Models
spatialreg;Spatial Regression Analysis
spatialrisk;Calculating Concentration Risk under Solvency II
spatialsegregation;Segregation Measures for Multitype Spatial Point Patterns
spatialTailDep;Estimation of spatial tail dependence models
SpatialTools;Tools for Spatial Data Analysis
SpatialVS;Spatial Variable Selection
SpatialVx;Spatial Forecast Verification
spatialwarnings;Spatial Early Warning Signals of Ecosystem Degradation
spatialwidget;Converts Spatial Data to Javascript Object Notation (JSON) for Use in Htmlwidgets
SpaTimeClus;Model-Based Clustering of Spatio-Temporal Data
SpatioTemporal;Spatio-Temporal Model Estimation
SpatMCA;Regularized Spatial Maximum Covariance Analysis
SpatPCA;Regularized Principal Component Analysis for Spatial Data
SpATS;Spatial Analysis of Field Trials with Splines
spatsoc;Group Animal Relocation Data by Spatial and Temporal Relationship
spatstat;Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests
spatstat.data;Datasets for 'spatstat'
spatstat.Knet;Extension to 'spatstat' for Large Datasets on a Linear Network
spatstat.local;Extension to 'spatstat' for Local Composite Likelihood
spatstat.utils;Utility Functions for 'spatstat'
spatsurv;Bayesian Spatial Survival Analysis with Parametric Proportional Hazards Models
spbabel;Convert Spatial Data Using Tidy Tables
spBayes;Univariate and Multivariate Spatial-Temporal Modeling
spBayesSurv;Bayesian Modeling and Analysis of Spatially Correlated Survival Data
spBFA;Spatial Bayesian Factor Analysis
Spbsampling;Spatially Balanced Sampling
spc;Statistical Process Control – Calculation of ARL and Other Control Chart Performance Measures
spc4sts;Statistical Process Control for Stochastic Textured Surfaces
spcadjust;Functions for Calibrating Control Charts
SPCALDA;A New Reduced-Rank Linear Discriminant Analysis Method
SPCAvRP;Sparse Principal Component Analysis via Random Projections (SPCAvRP)
SPCDAnalyze;Design and Analyze Studies using the Sequential Parallel Comparison Design
spcosa;Spatial Coverage Sampling and Random Sampling from Compact Geographical Strata
spcov;Sparse Estimation of a Covariance Matrix
spCP;Spatially Varying Change Points
spcr;Sparse Principal Component Regression
spd;Semi Parametric Distribution
spData;Datasets for Spatial Analysis
spdep;Spatial Dependence: Weighting Schemes, Statistics
spdownscale;Spatial Downscaling Using Bias Correction Approach
spdplyr;Data Manipulation Verbs for the Spatial Classes
spduration;Split-Population Duration (Cure) Regression
spdynmod;Spatio-Dynamic Wetland Plant Communities Model
spe;Stochastic Proximity Embedding
speaq;Tools for Nuclear Magnetic Resonance (NMR) Spectra Alignment, Peak Based Processing, Quantitative Analysis and Visualizations
spearmanCI;Jackknife Euclidean / Empirical Likelihood Inference for Spearman's Rho
spec;A Data Specification Format and Interface
speccalt;Alternative spectral clustering, with automatic estimation of k
SpecDetec;Change Points Detection with Spectral Clustering
SpecHelpers;Spectroscopy Related Utilities
SPECIES;Statistical package for species richness estimation
SpeciesMix;Fit Mixtures of Archetype Species
specklestar;Reduction of Speckle Data from BTA 6-m Telescope
SpecsVerification;Forecast Verification Routines for Ensemble Forecasts of Weather and Climate
spectacles;Storing, Manipulating and Analysis Spectroscopy and Associated Data
spectral;Common Methods of Spectral Data Analysis
spectral.methods;Singular Spectrum Analysis (SSA) Tools for Time Series Analysis
spectralAnalysis;Pre-Process, Visualize and Analyse Process Analytical Data, by Spectral Data Measurements Made During a Chemical Process
spectralGP;Approximate Gaussian Processes Using the Fourier Basis
spectralGraphTopology;Learning Graphs from Data via Spectral Constraints
SpectralMap;Diffusion Map and Spectral Map
spectrino;Spectra Viewer, Organizer, Data Preparation and Property Blocks
spectrolab;Class and Methods for Hyperspectral Data
Spectrum;Fast Adaptive Spectral Clustering for Single and Multi-View Data
SPEDInstabR;Estimation of the Relative Importance of Factors Affecting Species Distribution Based on Stability Concept
speedglm;Fitting Linear and Generalized Linear Models to Large Data Sets
spef;Semiparametric Estimating Functions
speff2trial;Semiparametric efficient estimation for a two-sample treatment effect
SPEI;Calculation of the Standardised Precipitation-Evapotranspiration Index
spellcheckr;Correct the Spelling of a Given Word in the English Language
spelling;Tools for Spell Checking in R
spemd;A Bi-Dimensional Implementation of the Empirical Mode Decomposition for Spatial Data
sperich;Auxiliary Functions to Estimate Centers of Biodiversity
sperrorest;Perform Spatial Error Estimation and Variable Importance in Parallel
spex;Spatial Extent Tools
spfrontier;Spatial Stochastic Frontier Models
spFSR;Feature Selection and Ranking by Simultaneous Perturbation Stochastic Approximation
spftir;Pre-Processing and Analysis of Mid-Infrared Spectral Region
spGARCH;Spatial ARCH and GARCH Models (spGARCH)
spgrass6;Interface Between GRASS 6+ Geographical Information System and R
spgs;Statistical Patterns in Genomic Sequences
spgwr;Geographically Weighted Regression
sphereplot;Spherical plotting
SphericalCubature;"Numerical Integration over Spheres and Balls in n-Dimensions; Multivariate Polar Coordinates"
SphericalK;Spherical K-Function
sphet;Estimation of Spatial Autoregressive Models with and without Heteroscedasticity
spi;Compute SPI index
SPIAssay;A Genetic-Based Assay for the Identification of Cell Lines
spider;Species Identity and Evolution in R
spiderbar;Parse and Test Robots Exclusion Protocol Files and Rules
spiders;Fits Predator Preferences Model
SPIGA;Compute SPI Index using the Methods Genetic Algorithm and Maximum Likelihood
spikes;Detecting Election Fraud from Irregularities in Vote-Share Distributions
spikeslab;Prediction and variable selection using spike and slab regression
spikeSlabGAM;Bayesian Variable Selection and Model Choice for Generalized Additive Mixed Models
SPIn;Simulation-efficient Shortest Probability Intervals
SPINA;Structure Parameter Inference Approach
spinBayes;Semi-Parametric Gene-Environment Interaction via Bayesian Variable Selection
spind;Spatial Methods and Indices
spinebil;Investigating New Projection Pursuit Index Functions
spinifex;Manual Tours, Manual Control of Dynamic Projections of Numeric Multivariate Data
spinyReg;Sparse Generative Model and Its EM Algorithm
spiritR;Template for Clinical Trial Protocol
splancs;Spatial and Space-Time Point Pattern Analysis
splashr;Tools to Work with the 'Splash' 'JavaScript' Rendering and Scraping Service
splines2;Regression Spline Functions and Classes
splinetree;Longitudinal Regression Trees and Forests
splitFeas;Multi-Set Split Feasibility
splitfngr;Combined Evaluation and Split Access of Functions
splithalf;Calculate Task Split Half Reliability Estimates
splithalfr;Extensible Bootstrapped Split-Half Reliabilities
SplitReg;Split Regularized Regression
SplitSoftening;Softening Splits in Decision Trees
splitstackshape;Stack and Reshape Datasets After Splitting Concatenated Values
splm;Econometric Models for Spatial Panel Data
splot;Split Plot
spls;Sparse Partial Least Squares (SPLS) Regression and Classification
splus2R;Supplemental S-PLUS Functionality in R
splusTimeDate;Times and Dates from S-PLUS
splusTimeSeries;Time Series from S-PLUS
spm;Spatial Predictive Modeling
spm12r;Wrapper Functions for 'SPM' (Statistical Parametric Mapping) Version 12 from the 'Wellcome' Trust Centre for 'Neuroimaging'
spMaps;Europe SpatialPolygonsDataFrame Builder
spMC;Continuous-Lag Spatial Markov Chains
SPmlficmcm;Semiparametric Maximum Likelihood Method for Interactions Gene-Environment in Case-Mother Control-Mother Designs
spmoran;Moran Eigenvector-Based Spatial Regression Models
spnet;Plotting (Social) Networks on Maps
SpNetPrep;Linear Network Preprocessing for Spatial Statistics
SpNMF;Supervised NMF
spnn;Scale Invariant Probabilistic Neural Networks
spNNGP;Spatial Regression Models for Large Datasets using Nearest Neighbor Gaussian Processes
spocc;Interface to Species Occurrence Data Sources
SPODT;Spatial Oblique Decision Tree
spongebob;SpongeBob-Case Converter : spOngEboB-CASe CoNVertER
spongecake;Transform a Movie into a Synthetic Picture
sporm;Semiparametric proportional odds rate model
sport;Sequential Pairwise Online Rating Techniques
SportsAnalytics;Infrastructure for Sports Analytics
SPOT;Sequential Parameter Optimization Toolbox
spotGUI;Graphical User Interface for the Package 'SPOT'
spotifyr;R Wrapper for the 'Spotify' Web API
spp;ChIP-Seq Processing Pipeline
SPPcomb;Combining Different Spatial Datasets in Cancer Risk Estimation
sppmix;Modeling Spatial Poisson and Related Point Processes
spray;Sparse Arrays and Multivariate Polynomials
spread;Infectious Disease Spread Models
spreadr;Simulating Spreading Activation in a Network
SPREDA;Statistical Package for Reliability Data Analysis
SPreFuGED;Selecting a Predictive Function for a Given Gene Expression Data
SPreg;Bias Reduction in the Skew-Probit Model for a Binary Response
sprex;Calculate Species Richness and Extrapolation Metrics
sprintr;Sparse Reluctant Interaction Modeling
sprm;Sparse and Non-Sparse Partial Robust M Regression and Classification
sprsmdl;Sparse modeling toolkit
SPRT;Wald's Sequential Probability Ratio Test
spsann;Optimization of Sample Configurations using Spatial Simulated Annealing
spselect;Selecting Spatial Scale of Covariates in Regression Models
spsh;Estimation and Prediction of Parameters of Various Soil Hydraulic Property Models
spsi;Shape-Preserving Uni-Variate and Bi-Variate Spline Interpolation
SPSL;Site Percolation on Square Lattices (SPSL)
spsur;Spatial Seemingly Unrelated Regression Models
spsurvey;Spatial Survey Design and Analysis
spt;Sierpinski Pedal Triangle
spTDyn;Spatially Varying and Spatio-Temporal Dynamic Linear Models
sptemExp;Constrained Spatiotemporal Mixed Models for Exposure Estimation
spThin;Functions for Spatial Thinning of Species Occurrence Records for Use in Ecological Models
spTimer;Spatio-Temporal Bayesian Modelling
sptm;SemiParametric Transformation Model Methods
spup;Spatial Uncertainty Propagation Analysis
spuRs;"Functions and Datasets for ""Introduction to Scientific Programming and Simulation Using R"""
SPUTNIK;SPatially aUTomatic deNoising for Ims toolKit
SPYvsSPY;Spy vs. Spy Data
SQB;Sequential Bagging on Regression
SQDA;Sparse Quadratic Discriminant Analysis
sqldf;Manipulate R Data Frames Using SQL
sqliter;Connection wrapper to SQLite databases
sqlparseR;Wrapper for 'Python' Module 'sqlparse': Parse, Split, and Format 'SQL'
SqlRender;Rendering Parameterized SQL and Translation to Dialects
sqlscore;Utilities for Generating SQL Queries from Model Objects
sqlutils;Utilities for working with SQL files
SQN;subset quantile normalization
SQRL;Enhanced Database Interactivity
SQUAREM;Squared Extrapolation Methods for Accelerating EM-Like Monotone Algorithms
squash;Color-Based Plots for Multivariate Visualization
squid;Statistical Quantification of Individual Differences
sra;Selection Response Analysis
SRCS;Statistical Ranking Color Scheme for Multiple Pairwise Comparisons
sRDA;Sparse Redundancy Analysis
srm;Structural Equation Modeling for the Social Relations Model
sROC;Nonparametric Smooth ROC Curves for Continuous Data
srp;Smooth-Rough Partitioning of the Regression Coefficients
SRRS;The Stepwise Response Refinement Screener (SRRS)
SRTtools;Adjust Srt File to Get Better Experience when Watching Movie
srvyr;'dplyr'-Like Syntax for Summary Statistics of Survey Data
ss3sim;Fisheries Stock Assessment Simulation Testing with Stock Synthesis
ssa;Simultaneous Signal Analysis
ssanv;Sample Size Adjusted for Nonadherence or Variability of Input Parameters
SSBtools;Statistics Norway's Miscellaneous Tools
ssc;Semi-Supervised Classification Methods
sscor;Robust Correlation Estimation and Testing Based on Spatial Signs
ssd;Sample Size Determination (SSD) for Unordered Categorical Data
SSDforR;Functions to Analyze Single System Data
SSDM;Stacked Species Distribution Modelling
sSDR;Tools Developed for Structured Sufficient Dimension Reduction (sSDR)
ssdtools;Species Sensitivity Distributions
sse;Sample Size Estimation
ssev;Sample Size Computation for Fixed N with Optimal Reward
ssfa;Spatial Stochastic Frontier Analysis
ssfit;Fitting of parametric models using summary statistics
ssgraph;Bayesian Graphical Estimation using Spike-and-Slab Priors
ssh;Secure Shell (SSH) Client for R
ssh.utils;Local and remote system commands with output and error capture
ssize.fdr;Sample Size Calculations for Microarray Experiments
ssizeRNA;Sample Size Calculation for RNA-Seq Experimental Design
SSLASSO;The Spike-and-Slab LASSO
SSM;Fit and Analyze Smooth Supersaturated Models
ssmn;Skew Scale Mixtures of Normal Distributions
ssMousetrack;Bayesian State-Space Modeling of Mouse-Tracking Experiments via Stan
ssmrob;Robust Estimation and Inference in Sample Selection Models
ssmsn;Scale-Shape Mixtures of Skew-Normal Distributions
SSN;Spatial Modeling on Stream Networks
SSOSVM;Stream Suitable Online Support Vector Machines
sspline;Smoothing Splines on the Sphere
sspse;Estimating Hidden Population Size using Respondent Driven Sampling Data
ssr;Semi-Supervised Regression Methods
SSRA;Sakai Sequential Relation Analysis
SSrat;Two-Dimensional Sociometric Status Determination with Rating Scales
ssrm.logmer;Sample Size Determination for Longitudinal Designs with Binary Outcome
SSRMST;Sample Size Calculation using Restricted Mean Survival Time
sss;Tools for Importing Files in the Triple-s (Standard Survey Structure) Format
sssc;Same Species Sample Contamination Detection
SSsimple;State Space Models
Sstack;Bootstrap Stacking of Random Forest Models for Heterogeneous Data
sstModel;Swiss Solvency Test (SST) Standard Models
ssvd;Sparse SVD
ssym;Fitting Semi-Parametric log-Symmetric Regression Models
st;Shrinkage t Statistic and Correlation-Adjusted t-Score
stability;Stability Analysis of Genotype by Environment Interaction (GEI)
stable;Probability Functions and Generalized Regression Models for Stable Distributions
stabledist;Stable Distribution Functions
StableEstim;Estimate the Four Parameters of Stable Laws using Different Methods
stablelearner;Stability Assessment of Statistical Learning Methods
stablespec;Stable Specification Search in Structural Equation Models
stabm;Stability Measures for Feature Selection
stabreg;Linear Regression with the Stable Distribution
stabs;Stability Selection with Error Control
Stack;Stylized concatenation of data.frames or ffdfs
stackoverflow;Stack Overflow's Greatest Hits
stacomiR;Fish Migration Monitoring
stacomirtools;'ODBC' Connection Class for Package stacomiR
StagedChoiceSplineMix;Mixture of Two-Stage Logistic Regressions with Fixed Candidate Knots
stagedtrees;Staged Event Trees
stagePop;Modelling the Population Dynamics of a Stage-Structured Species in Continuous Time
StakeholderAnalysis;Measuring Stakeholder Influence
stam;Spatio-Temporal Analysis and Modelling
StAMPP;Statistical Analysis of Mixed Ploidy Populations
stampr;Spatial Temporal Analysis of Moving Polygons
STAND;Statistical Analysis of Non-Detects
standardize;Tools for Standardizing Variables for Regression in R
StandardizeText;Standardize Text
StanHeaders;C++ Header Files for Stan
stapler;Simultaneous Truth and Performance Level Estimation
staplr;A Toolkit for PDF Files
STAR;Spike Train Analysis with R
staRdom;PARAFAC Analysis of EEMs from DOM
stargazer;Well-Formatted Regression and Summary Statistics Tables
starma;Modelling Space Time AutoRegressive Moving Average (STARMA) Processes
starmie;Population Structure Model Inference and Visualisation
